Job,11063_ind9701D.txt,  ASSISTANT PROFESSOR OF COMPUTER SCIENCE    University of Nebraska at Kearney is accepting applicat
Normal,10192_ind0910C.txt,Apology to those who have already read this good news (in the ACM TechNews or elsewhere):         A*
Normal,10030_ind0610E.txt,David Klappholz wrote:  There are still assembly programmers who can beat modern compilers.  For exa
Normal,107289_ind1409C.txt,"Hi all,  I apologize if this is not a SIGCSE question, but I'm looking for some help for my students"
Normal,100676_ind1003A.txt,I'll propose a different model. The credit would be financial rather than academic. This is coming f
Normal,111326_ind1106B.txt,Several people have asked to see the survey of attitudes I've been using for the past two years in m
Conference,10216_ind9903E.txt,LAST CALL FOR COMPUTER SCIENCE EDUCATION WORKING GROUP MEMBERS!!!!!!!!!!!!  The deadline to apply to
Conference,111850_ind1501D.txt,"The deadline for submitting a panel proposal to ITiCSE 2015 has been changed to March 15, 2015.  Thi"
Normal,100884_ind1002B.txt,"Matt said:""Hey, you want to have this discussion--live it up."" Come'on Matt ... lighten up.  We can'"
Normal,105859_ind1009C.txt,"  Hi,  First, I believe there is a place for video games in education; I participated in the ""Games "
Conference,11031_ind1208B.txt,Dear SIGCSE Aficionados.  It is again time to come up with creative ideas for the SIGCSE Symposiumas
Normal,104070_ind1605A.txt,"All, I am running a 10 day summer program for middle school girls. I am seeking examples of the use "
Normal,1079427_ind1203A.txt,"On Mon, Mar 5, 2012 at 10:50 PM, Bruce A. Maxwell <>wrote:   Bruce,  I appreciate that response and "
Job,100210_ind1401C.txt,"The CS department at the University of British Columbia in Vancouver, Canada is accepting applicatio"
Normal,10787_ind0101D.txt,"I am a program chair for a new conference ""XP Universe"" which is a conference on lightweight softwar"
Normal,106402_ind1106C.txt," I can't answer any of those questions right now, but I am chairing the HCI Knowledge Area for the A"
Normal,102263_ind0804A.txt,Continuing Vicki's and Tom's e-mails ...  There will also be a segment on Good Morning America on Th
Normal,106330_ind0502A.txt,"Dear Dr. Wilkinson,  You sure touched several raw nerves here :-(  In our interval computations comm"
Normal,104477_ind0003A.txt,"On 3/6/2000 6:21 PM, Ray Lischner said:   Actually, I went on to describe a variation on #2 as my ch"
Normal,10727_ind0108A.txt,Our department is one of those for whom the decision on whether or not to use C# will be very easy. 
Normal,110435_ind0005A.txt,"Colleagues,  Herein are the results of the survey I did on faculty retention.  First comes the origi"
Normal,1107_ind0005C.txt,Thanks to all who responded to my inquiry.  This information is quite helpful. Since several respond
Job,107066_ind1609D.txt,"Dear SIGCSE community,  The University of Wisconsin-La Crosse Department of Computer Science is hiri"
Job,110380_ind1611B.txt,The Department of Computer Science at Calvin College invites applications for a tenure-track faculty
Job,10961_ind1012A.txt," Union College invites applications for a renewable two-year faculty position in Computer Science, a"
Conference,10868_ind0205D.txt,"Dear CHI Member or Friend,  We apologize if you receive multiple copies of this message due to cross"
Normal,10644_ind1003A.txt,Has anyone had experience working with the ACM Java Task Force libraries?  http://jtf.acm.org/  I'm 
Job,101298_ind1412A.txt,The Department of Mathematics and Computer Science at Baldwin Wallace University announces a tenure-
Normal,10619_ind0503D.txt,Hi  I am having some e-mail problems. I tried to respond to this earlier but I am not sure it got th
Normal,11030_ind0504A.txt,Are you saying that these courses are *required* for the MS or just that  grad versions are offered?
Job,101077_ind1403C.txt,Moravian College invites applications for a one-year visiting position at the assistant professor or
Normal,106120_ind0607B.txt,Mark Guzdial wrote:  In my original message I was referring primarily to logical and structured  thi
Normal,110639_ind1411D.txt,"1) Be careful with assertions about ""affecting the market for the original"".   The way in which this"
Job,11078_ind0006B.txt,"K.I.T e-learning is a joint venture between The University of Liverpool, Kidum Enterprises, and Sylv"
Normal,109990_ind0411B.txt,"I really like Mark's assignment criteria.  Thanks Mark.  The ""language wars"" miss an important point"
Normal,10457_ind1403B.txt,"Hi Folks, And we encourage more than one person from an institution or collaborating instructors acr"
Normal,10724_ind0306C.txt,I looked briefly at our freshman year fall enrollments over the period 1989-2002.  It seems that the
Normal,10620_ind9910D.txt,What I've discovered for myself in the last 10 years regarding plagiarism:  (1) Plagiarism is wide-s
Conference,10708_ind1307D.txt,Workshop on Computer Architecture Education <http://www4.ncsu.edu/~efg/wcae2013.html>  Held in conju
Normal,105426_ind0903B.txt,"I think ""Order of the Wizard"" would be good! :)"
Normal,1015146_ind1511C.txt,"As promised, here is a separate thread for anyone that wants to take on a discussion of  * the ""phil"
Normal,102723_ind0806A.txt,"Larry Griffith writes:   I'm sure someone else from the CollegeBoard will chime in pretty quickly, b"
Normal,101824_ind1101B.txt,"This appeared today on the Good, Clean Funnies List!  Something nice to read on a snowy day.   Jim  "
Normal,10048_ind0510B.txt,"For a panel/workshop that I am proposing for  CSEE&T 2006, I am looking for information on  courses "
Normal,1091890_ind1607C.txt,"For those of you using Python 3, do you have a good textbook that introduces the functional elements"
Normal,107384_ind1102A.txt,The first thing I tell my students is my name.  I find that it makes the conversations a lot less aw
Normal,111671_ind1505A.txt,You could also ask them how much more bang for the buck they get by using an unsigned int.  What are
Conference,110794_ind1308D.txt,CALL FOR PAPERS  THE JOURNAL OF COMPUTER SCIENCE EDUCATION  SPECIAL ISSUE OF COMPUTER SCIENCE EDUCAT
Normal,10040_ind0912C.txt,"  Clare,  I had a totally blind student in CS1 in 2001-2002.  He used JAWS as a screen reader (http:"
Job,109731_ind1605B.txt,"Willamette University in Salem, Oregon has available a 1 year full time adjunct position in computer"
Normal,11116_ind0803C.txt,"Hi SIGCSE Colleagues,  If you are interested in the use of Tablet PCs or other types of pen-based te"
Normal,111434_ind0509E.txt,"Who decreed that mathematics has to be taught in little boxes called ""diffeqs"", ""linear algebra"", ""i"
Conference,102139_ind1312A.txt,SIGCSE 2014 Registration is OPEN! Are you seeing emails like aHOT CYBER Week Dealsa or aShop Cyber W
Job,106140_ind1202D.txt,Visiting Position in Computer Science a Roanoke College   Roanoke College is seeking candidates for 
Conference,110275_ind1601A.txt,Happy New Year!  Please encourage your women students to apply for this worthwhile and lucrative awa
Job,10366_ind0610C.txt,Iona College Computer Science Department Multiple tenure-track faculty positions for Fall 2007  Iona
Job,1091056_ind1410D.txt,ROCHESTER INSTITUTE OF TECHNOLOGY B. THOMAS GOLISANO COLLEGE OF COMPUTING AND INFORMATION SCIENCES  
Job,108142_ind1104A.txt,"*University of California, San Diego Department of Computer Science and Engineering Lecturer with Po"
Job,103566_ind1609D.txt,Champlain College is looking for an Assistant Professor in the Computer Science & Innovation program
Normal,107298_ind0005D.txt,I have also watched this discussion with great interest but being on the road for the last 2 weeks m
Normal,10210_ind0403D.txt, A strong second. This is a valuable opportunity to emphasize the value of the most useful features 
Normal,104127_ind0011A.txt,We are instituting a mandatary notebook computer requirement for all new students majoring in CIS th
Normal,10396_ind1106B.txt,The NY Times has a nice article about increasing interest in CS:       http://www.nytimes.com/2011/0
Normal,106854_ind0501D.txt,"No one doubts that you have to have a degree in Math or Math-Ed to teach it, and in one of the physi"
Normal,105292_ind9910B.txt,"Ok, after reading all this with avid interest, let me ask a somewhat tangential question.  What ELSE"
Normal,111015_ind1205D.txt,"Ah, but now we have some more interesting questions to consider:  1) I'm not sure the finding of ""ti"
Job,10802_ind1508A.txt,"Colleagues,  See below for details regarding a teaching focused faculty position at the University o"
Normal,110914_ind1602C.txt,SIGCSE conference goers: I believe that you have until Tuesday (2/23) to sign up for tutorials. If y
Normal,10395_ind1004C.txt,"Are you planning to teach UML?  If so, I have two great suggestions.  IBM has a wonderful platform i"
Normal,10365_ind0512A.txt,"Dear all,  Professor John Hughes asked me to forward this message to the SIGCSE mailing list:  -----"
Normal,1098055_ind1203A.txt,
Conference,11126_ind0712A.txt,The CCSC Central Plains 2008 conference deadline for paper and workshop/tutorial/panel/nifty assignm
Normal,107951_ind1009C.txt,Asking Google seems to be the only mechanism that has had success among the folks I've talked to. Go
Normal,1011781_ind1203A.txt,"That is a point well taken.  I should have said that it is the primary outcome, but not the only one"
Normal,106986_ind0611B.txt,"on Tuesday November 14, 2006, Guzdial, Mark wrote:   But you're forgetting to control for one very i"
Job,10132_ind1301C.txt,Gettysburg College invites applications for a one-year Visiting Assistant Professor position teachin
Normal,110414_ind9704A.txt,
Normal,11195_ind1401A.txt,"Dear SIGCSE members,  Did you participate in the hour of code during CS Ed week this year? Do you ha"
Conference,102566_ind0102D.txt," Call for Papers, Panels, and Workshops  XP Universe Conference  Raleigh, NC  July 23-25, 2001   An "
Job,11113_ind0811D.txt,"The Department of Mathematics and Computer Science at Bemidji State University, located in north cen"
Conference,10650_ind9904A.txt,ITiCSE 99 Working Group 1 Validation of the Quality of Teaching Materials Call for Working Group Mem
Normal,103702_ind9610C.txt,More responses to earlier messages ...  II.  Research vs. Teaching  While I don't believe there is m
Job,103495_ind1308D.txt,"The University of Massachusetts Lowell Depts. of Music and Computer Science, in conjunction with the"
Conference,109451_ind9712C.txt,Conference on Software Engineering Education and Training CSEET98 Conference - Building the Bridge F
Normal,11090_ind1006A.txt,An article just appeared on InsideHigherEd.com about the plagiarism of an online programming textboo
Normal,11225_ind1305D.txt,For several years I have primarily given essay-oriented questions on my exams in my upper division e
Normal,105989_ind1602A.txt,Student evaluation of teaching has been studied to death since the 1920s. There are thousands of stu
Conference,112064_ind9910B.txt,                     CALL FOR PARTICIPATION      Research Foundations for Improving the Representati
Job,11037_ind0608B.txt,Westfield State College is now accepting online applications for the following position:  Assistant 
Normal,111776_ind1509A.txt,Please share with your friends and local high schools. Caveat: Only open to US students this year.  
Conference,10993_ind1301A.txt,"Dear colleagues,  For the ""ISSEP - Informatics in Schools"" conference, hosted in Oldenburg, Germany "
Normal,11126_ind0104C.txt,"Thanks for the information on Java IDEs.  At 09:29 AM 4/18/01 -0400, Byron Weber Becker wrote:  I ma"
Normal,110150_ind0609D.txt,FYI: for those interested in real-time video with distance education --  ===========================
Job,106252_ind1612A.txt,"Dear Colleagues:  What a time to be alive, and a candidate searching for a teaching-oriented faculty"
Normal,11151_ind1610C.txt,"Yes, I generally agree with the original message. In our college, we have used Math background as th"
Normal,110687_ind1502B.txt,"Dear Colleagues,    Following the publication in the Communications of the ACM, <http://dl.acm.org/c"
Normal,107950_ind1204C.txt,"""The purpose of introductory programming is to make sure that the students have the skills to take a"
Conference,11130_ind0909E.txt,We invite you to submit research papers related to computing  science education to CCSC South Wester
Conference,10237_ind1702B.txt,"It's your last chance to register for SIGCSE 2017 under the early registration rates, which end toda"
Normal,10173_ind9706D.txt,"Dear SIGCSE members,  I recently received the following message from Ed Dubinsky.  While Ed is prima"
Job,1060522_ind1509C.txt,"Penn State York invites applications for a faculty position, Assistant Professor of Information Scie"
Normal,101598_ind1002C.txt,"When I worked on my first summer job in 1971, my supervisor told me to punch in (Fortran) code offli"
Normal,100426_ind0805A.txt,"    -------------- Original message from ""H. Conrad Cunningham"" <>:   DK: It's amazing to me how fre"
Normal,1115251_ind1102A.txt,2011/2/8 Cliff Shaffer <>:   I thought Larry Snyder's page at http://csprinciples.cs.washington.edu/
Conference,10239_ind0510D.txt,"All,  It's finally officially on line!  http://research.microsoft.com/ur/us/fundingopps/RFPs/TabletT"
Normal,109183_ind1504B.txt,"I would like to respond to one of the valuable comments (on CodeLab) that Jennie shared.  On Apr 10,"
Normal,1026354_ind1511C.txt,"However valid the concern about grade inflation might be, I have concerns about any mandated ""curve"""
Conference,103250_ind1506A.txt,"Hi Folks, The deadline for applying to the NSF-funded instructors workshop on involving students in "
Normal,10674_ind0102A.txt,There is an official list at http://www.nsf.gov/home/crssprgm/reu/reu98cise.htm for Computer and Inf
Normal,108809_ind0804B.txt,"Many have already covered this ground, but I couldn't resist ...  MaryAnne Egan writes:   That's a *"
Conference,107518_ind0011A.txt,"NSF Sponsored Workshop  TEACHING COMPUTER ETHICS  With funding from the National Science Foundation,"
Normal,109975_ind1204D.txt,"For me, it depends on how I got the book. For the bazillion that I did NOT ask for and do NOT want, "
Normal,10219_ind1103B.txt,http://www.youtube.com/watch?v=ZfNzjzIB31Q&hd=1  What fun!  dan
Normal,11111_ind1209D.txt,"We are giving preference to local teachers, but anticipate others will be able to attend. Please see"
Normal,108524_ind1305C.txt," It isnat just during job interviews either. When I worked in industry, we were always whiteboarding"
Job,10226_ind0112C.txt,"Here is a faculty position posting from St. Cloud State University, St. Cloud, Minnesota.  Thanks.  "
Normal,1081512_ind1607C.txt,"We did our first pilot CS1 course in Python in 2008. We used Python 2. Then the next year, when we d"
Normal,103496_ind0509E.txt,"Hi Dennis,  Googling     ""C"" ""C++"" performance      produced some interesting thoughts.    http://ww"
Job,1012_ind1511B.txt,The Department of Computer Science at the United States Air Force Academy is currently accepting app
Normal,102318_ind1203A.txt,"""It's pretty \""obvious\"" to me that, given Java's very high cognitive load and Python's very much sm"
Normal,108142_ind0510A.txt,I agree that what I wrote was an oversimplification -- but it was in  response to a rash trivializat
Normal,10517_ind9807E.txt, writes:   I have always based my decisions on what goes into the curriculum using the notion that p
Normal,104119_ind1002D.txt,"Hi,  These studentsA and their education are mine main research interests.A I agree with you that to"
Normal,104198_ind0903B.txt,There is nothing preventing a society of scientists from upholding very high moral standards and hon
Normal,11001_ind0106C.txt,"If anyone is interested in this idea, you might care to read ""Machine Beauty"" (by David Gelernter). "
Normal,10886_ind0609D.txt,"Dear All,  I am wondering if I could solicit SIGCSE members' suggestions for films with a Computer a"
Conference,102289_ind1407D.txt,Paul Valerie and I wanted to make sure y'all saw these NSF ugrad funding opportunities -  NSF I-Corp
Job,104742_ind1510A.txt,The Computer and Information Sciences (CISC) department at the University of St. Thomas invites appl
Job,11204_ind0510C.txt,The Computer Science Department at the Rochester Institute of Technology  invites applicants for a t
Conference,1063_ind1205A.txt,[cid:]  A reminder for SIGCSE members: The submission deadline for the dual conferences SIGITE 2012 
Conference,10179_ind0710B.txt, AaeE 2007 Australasian Association for Engineering Education       Register Now before the Early Bi
Job,111195_ind0406B.txt,"Good afternoon,  I am pleased to invite applications for the position described below.  Kimeley B. S"
Normal,10429_ind0608C.txt,"Hi, folks,  I'm getting ready to teach my first semester of our CS0 course at   Stony Brook, and I'm"
Normal,108779_ind1101E.txt,
Normal,111949_ind1610B.txt,Dear colleagues:  We are experiencing a problem that is probably not uncommon. We have found that st
Conference,1015_ind1608A.txt,"   Dear Colleagues,  (Apologies for any cross-posting)   Just a reminder that the deadline for the 1"
Conference,103979_ind1205D.txt,"Dear SIGCSE members,  The early registration to ITiCSE 2012 will close on May 24 at midnight. If you"
Job,10005_ind0906B.txt,"Position Summary:          The Computer Science Department of the State University of New York, Coll"
Normal,105476_ind0804B.txt,
Normal,104200_ind0411B.txt,"I generally agree with what Ray Schneider said regarding languages, especially his ""at least 3"" comm"
Normal,100445_ind1601D.txt,"I heard her at Penn, when I was a grad student there, in the 1970's; have always been sad that I los"
Normal,103310_ind1302C.txt,"Member of a small departments:  Typically, there has been a BOF at SIGCSE for people from small depa"
Normal,103151_ind0804A.txt,"Several people (including but not limited to Michael, Tom, and Frank) have made great points.  I'd l"
Normal,109390_ind1202D.txt,"Working at another school that switched to Java in 1998 (but not from Scheme), I find the question h"
Normal,103685_ind1106C.txt,"My department is considering adding a course on ""human-computer interaction"" or ""interaction design"""
Job,11082_ind1312A.txt,Olin is a small non-traditional undergraduate institution just outside of Boston.  We're taking a so
Conference,10298_ind1504B.txt,  Call for Nominations Editor-In-Chief ACM Transactions on Computing Education  The term of the curr
Normal,104833_ind0302C.txt,"on Tuesday February 18, 2003, Jeffrey J. McConnell wrote:  I hesitate to wade in to a debate such as"
Normal,10623_ind0112A.txt,I'm looking for a cheap (relatively) reference for Java to recommend to my students as a supplement 
Normal,11054_ind0105D.txt,Moti asks:  A couple of Bill Gates' minions tried to convince me to abandon Java in  favor of C#.  D
Normal,100648_ind1612A.txt,I'm happy to share with you the news that four SIGCSE members were recently named as ACM Distinguish
Conference,111778_ind1511D.txt,I'm forwarding an opportunity for female graduate students in their first three years.  They need to
Normal,108350_ind9910B.txt,I have been following this thread with interest but I do not see the main criteria for faculty hirin
Normal,107586_ind1605D.txt,"My entire course can be found at http://web.simmons.edu/~menzin/CS321/ The course is taught ""flipped"
Normal,107447_ind0907A.txt,"Re: ""Maybe an undergraduate degree is sufficient to teach in some (in my opinion very few if any) su"
Job,111524_ind1703D.txt,Reposted from the SIGCIS mailing list.  (One of the positions is primarily teaching.)    -- SamR    
Normal,109048_ind0611C.txt,"on Thursday November 16, 2006, Joseph Bergin wrote:  Let me add to this: polymorphism involves selec"
Conference,10877_ind0911A.txt,"Call for Papers  ACM-BCS Visions of Computer Science 2010 13-16 April 2010, Edinburgh University www"
Normal,102746_ind1011D.txt,I looked at the page that Robert Allen referred to [1].  It divides pricing by tier.  I'm not sure w
Normal,101309_ind1007B.txt,I guess it is time for all to give their favorite recursive problem.  Mine was suggested to me by An
Normal,103530_ind9712C.txt,My initial reaction was to respond very positively to Chris Haynes' suggestion to offer C++ and Java
Normal,102671_ind0003A.txt,"On Mon, 6 Mar 2000 16:17:43 -0500, Joseph Bergin <> wrote:   I agree, but that leaves us with three "
Job,103959_ind1511A.txt,"Hello. I'm Scott Weiss, faculty at Mount Saint Mary's University. Below and attached is an advertise"
Normal,11117_ind1611D.txt,"Thanks to everyone who sent me a PB&J-style example. Hereas my original message, followed by all the"
Job,106224_ind1312C.txt,The Department of Mathematics and Computer Science in the School of Natural Science and Mathematics 
Normal,111226_ind1007B.txt,begin:vcard n:Topham;David fn:David Topham tel;work:(510) 659-6000 x5172 org:Ohlone College;Computer
Normal,10163_ind0105C.txt,SIGCSE:  Does anyone have references for good PL/I text and training materials?  I have been asked t
Normal,102412_ind0509E.txt,Does anyone out there have any knowledge of a study comparing C and C++? Things like memory footprin
Normal,105915_ind0801C.txt,"Hi, all,  One of the problems we face in assessing student learning from an outcomes-based perspecti"
Conference,101852_ind1308B.txt,"The 2014 Microsoft Research PhD Fellowship Program  will start accepting applications Tuesday, Augus"
Conference,1077689_ind1203A.txt,"Dear colleagues,  As mentioned a few weeks ago, the ACM/IEEE-CS Computer Science Curricula 2013 (CS2"
Normal,10693_ind1406B.txt,"Mark, I recommend Java Concurrent Animated (http://www.jconcurrent.com) as a good visualization tool"
Conference,10601_ind1212C.txt,"Dear Colleagues,  We would like to draw your attention to the 10th IFIP World Conference on Computer"
Normal,102934_ind0510A.txt,I'm going to regret this....  Ray Schneider wrote:   My blanket comment here is that this is a class
Normal,10428_ind0611A.txt,"Ray Schneider wrote:  with problems larger than those that can amount of time, say a few months.  Th"
Normal,109449_ind0302C.txt,"Jeff,  You really should investigate BlackBox. I use this framework for precisely the reason that yo"
Normal,110974_ind0804A.txt,
Normal,10897_ind0410B.txt,One aspect of this question is the difference between the role of conferences in CS and in other dis
Normal,110250_ind1301B.txt,I think there's another angle to take here without having to focus exclusively on whether or not the
Conference,11162_ind0008A.txt,"Dear Colleague,  The 32nd Technical Symposium on Computer Science Education will be held in Charlott"
Job,1097893_ind1410D.txt,The School of Engineering and Computer Science at the University  of the Pacific invites application
Conference,104616_ind1102B.txt,Colleagues:  Please announce to students who may be interested the following NSF REU research opport
Normal,101247_ind1512B.txt,What about the downloadable version of Scratch?   Have you looked at EarSketch?  See http://earsketc
Normal,104596_ind9904C.txt,"I recently saw the following letter to the editor in Philly-Tech, a local technical magazine - avail"
Normal,10364_ind0005D.txt,begin:vcard n:Joyce;Daniel tel;fax:610-519-7889 tel;work:610-519-7344 x-mozilla-html:FALSE url:http:
Job,10558_ind9809C.txt,     Applications are invited for faculty at the Department of Computing      and Mathematics of Emb
Normal,1069_ind9803A.txt,Hi Helpful Folks.  One of my senior research students is trying to do some work on an area where I d
Normal,11002_ind1103B.txt,"Howdy,  We're very interested in figuring out what went right (and wrong) at the SIGCSE Robot Rodeo "
Normal,110596_ind1102A.txt,I like it! It's my understanding of CS although I am of maths background.  Maciej  
Normal,11071_ind1511C.txt,"Addendum to my previous post:  Outside our main lab, we setup three large tables with lots of chairs"
Job,104824_ind1608C.txt,The University of Puerto Rico at Mayaguez (UPRM) is seeking graduate students for the doctoral progr
Normal,11179_ind0303D.txt,"All,  My library has some amazing surplus funds (I have no idea how) and has made a plea for book re"
Normal,108233_ind0003A.txt,"[said Ray]  Good point, Ray. We really have two different kinds of CS1 in wide use. In some schools "
Normal,111112_ind1605B.txt,Mehran has already said what I would have said and he is a more effective spokesman given that he ha
Conference,10322_ind0509A.txt,"Colleagues,     This is a reminder that the SIGCSE 2006 submission deadline for papers, panels, spec"
Conference,10551_ind0007E.txt,"Dear all,  You are invited to submit a paper to the 21st International Conference on Distributed Com"
Normal,106462_ind0711D.txt,  Hi!     True; but medicine is a regulated profession. Many first-year students are perfectly willi
Normal,10339_ind0412A.txt,"Hi,  A friend of mine, not a SIGCSE member, asked me if there is a good introductory text on Java wi"
Normal,10152_ind1002B.txt, There are a lot of images in the Computer Science Virtual History Museum in CITIDEL (www.citidel.or
Conference,101968_ind1101E.txt,REMINDER:  Undergraduate Poster Submissions are invited for CCSCNE 2011   Please encourage your unde
Conference,111855_ind0302C.txt,[We apologize if you receive multiple copies of this call]  ========================================
Conference,108909_ind1608A.txt,Call for Participation -- Nifty Assignments 2017  The Nifty Assignments session at SIGCSE presents g
Normal,112269_ind9910D.txt, Michigan Tech has a university-wide mechanism for handling cheating  cases. Assuming  a  faculty  m
Normal,1038484_ind1102A.txt,"Hi All,   ... and in spite of the M word in ACM, I still prefer ""Computing Science""  Why ACM does no"
Normal,10401_ind0601C.txt,      At a SIGCSE Technical Symposium there was a presentation that discussed teaching concepts that
Job,10297_ind0410C.txt,***** Senior Appointment in Computer Science at Pomona College *****  Pomona College seeks applicati
Normal,102033_ind1608C.txt,"I always teach with the philosophy that my goal is for the students to learn, not necessarily for th"
Normal,109529_ind0501D.txt,"Interesting.  The British Computer Society mentioned this in their ""Grand Challenges (Education)"" re"
Normal,1094639_ind1502D.txt,  
Conference,1044861_ind1203A.txt,"Dear SIGCSE members,  You are welcome to register to ITiCSE 2012. Registration is open now on our we"
Normal,110498_ind1405A.txt,
